dataset,model,detector,treatment,mean,std,train_size,removed,removed_pct,clipped_values,clipped_rows,clipped_pct,outlier_pct,time
phoneme,mlp,None,remove,0.847549,0.007410,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.638
phoneme,mlp,ZScore,remove,0.842368,0.005569,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,2.466
phoneme,mlp,ZScore,clip,0.845698,0.008426,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,2.888
phoneme,mlp,Percentile,remove,0.808141,0.008203,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,1.461
phoneme,mlp,Percentile,clip,0.844773,0.005311,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,2.768
phoneme,mlp,IsolationForest,remove,0.839593,0.003441,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,2.496
phoneme,mlp,LOF,remove,0.840148,0.005047,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,2.681
phoneme,mlp,Autoencoder,remove,0.840703,0.003381,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,2.505
phoneme,xgboost,None,remove,0.861240,0.004011,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.105
phoneme,xgboost,ZScore,remove,0.861055,0.003330,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,0.097
phoneme,xgboost,ZScore,clip,0.859204,0.005279,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,0.098
phoneme,xgboost,Percentile,remove,0.830157,0.005810,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,0.091
phoneme,xgboost,Percentile,clip,0.859944,0.004517,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,0.101
phoneme,xgboost,IsolationForest,remove,0.856059,0.005253,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.094
phoneme,xgboost,LOF,remove,0.852729,0.004355,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.091
phoneme,xgboost,Autoencoder,remove,0.858279,0.007637,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,0.092
phoneme,randomforest,None,remove,0.875116,0.005792,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.844
phoneme,randomforest,ZScore,remove,0.875486,0.003635,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,0.821
phoneme,randomforest,ZScore,clip,0.875671,0.005445,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,0.843
phoneme,randomforest,Percentile,remove,0.834598,0.006808,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,0.545
phoneme,randomforest,Percentile,clip,0.873821,0.002842,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,0.787
phoneme,randomforest,IsolationForest,remove,0.872895,0.001503,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.804
phoneme,randomforest,LOF,remove,0.867345,0.002902,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.798
phoneme,randomforest,Autoencoder,remove,0.874746,0.002523,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,0.797
pol,mlp,None,remove,0.982945,0.003207,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.818
pol,mlp,ZScore,remove,0.876153,0.003768,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,2.102
pol,mlp,ZScore,clip,0.966882,0.003354,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,2.875
pol,mlp,Percentile,remove,0.804264,0.014742,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,1.179
pol,mlp,Percentile,clip,0.855726,0.011985,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,3.682
pol,mlp,IsolationForest,remove,0.981854,0.001278,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,3.014
pol,mlp,LOF,remove,0.978384,0.001897,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,3.210
pol,mlp,Autoencoder,remove,0.981854,0.000864,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,3.094
pol,xgboost,None,remove,0.981259,0.001270,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.115
pol,xgboost,ZScore,remove,0.885573,0.008754,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,0.083
pol,xgboost,ZScore,clip,0.981160,0.001828,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,0.105
pol,xgboost,Percentile,remove,0.856420,0.004884,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,0.057
pol,xgboost,Percentile,clip,0.978880,0.001677,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,0.104
pol,xgboost,IsolationForest,remove,0.981160,0.001907,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,0.109
pol,xgboost,LOF,remove,0.980863,0.002117,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,0.113
pol,xgboost,Autoencoder,remove,0.981358,0.003472,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,0.108
pol,randomforest,None,remove,0.979772,0.001190,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.918
pol,randomforest,ZScore,remove,0.890134,0.007223,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,0.541
pol,randomforest,ZScore,clip,0.978681,0.001568,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,0.893
pol,randomforest,Percentile,remove,0.853941,0.003283,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,0.336
pol,randomforest,Percentile,clip,0.976103,0.002723,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,0.809
pol,randomforest,IsolationForest,remove,0.979474,0.002141,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,0.880
pol,randomforest,LOF,remove,0.975905,0.002935,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,0.860
pol,randomforest,Autoencoder,remove,0.978780,0.001451,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,0.886
socmob,mlp,None,remove,1183.388084,71.232890,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.502
socmob,mlp,ZScore,remove,1271.766242,184.072184,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.504
socmob,mlp,ZScore,clip,1238.806934,233.215847,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.503
socmob,mlp,Percentile,remove,1599.491149,21.764901,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.498
socmob,mlp,Percentile,clip,1865.612455,125.195732,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.513
socmob,mlp,IsolationForest,remove,1613.873372,36.635745,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.497
socmob,mlp,LOF,remove,1363.630522,174.255645,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.493
socmob,mlp,Autoencoder,remove,1599.524977,30.240602,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.497
socmob,xgboost,None,remove,1394.043234,128.953383,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.068
socmob,xgboost,ZScore,remove,1472.123465,195.764183,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.067
socmob,xgboost,ZScore,clip,1522.411883,111.315900,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.065
socmob,xgboost,Percentile,remove,1787.024303,79.543730,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.068
socmob,xgboost,Percentile,clip,1727.780773,50.958787,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.069
socmob,xgboost,IsolationForest,remove,1792.193181,70.974677,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.068
socmob,xgboost,LOF,remove,1560.921168,194.587226,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.065
socmob,xgboost,Autoencoder,remove,1780.465033,71.059731,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.066
socmob,randomforest,None,remove,1521.056610,224.864466,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.123
socmob,randomforest,ZScore,remove,1607.889161,236.822580,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.125
socmob,randomforest,ZScore,clip,1664.546306,189.863486,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.126
socmob,randomforest,Percentile,remove,1894.642623,40.072858,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.122
socmob,randomforest,Percentile,clip,1914.061797,34.860297,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.127
socmob,randomforest,IsolationForest,remove,1909.125023,40.863058,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.123
socmob,randomforest,LOF,remove,1740.938701,275.582512,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.125
socmob,randomforest,Autoencoder,remove,1897.526217,57.540639,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.123
splice,mlp,None,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.836
splice,mlp,ZScore,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.826
splice,mlp,ZScore,clip,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.839
splice,mlp,Percentile,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.829
splice,mlp,Percentile,clip,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.828
splice,mlp,IsolationForest,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.822
splice,mlp,LOF,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.839
splice,mlp,Autoencoder,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.825
splice,xgboost,None,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.164
splice,xgboost,ZScore,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.167
splice,xgboost,ZScore,clip,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.164
splice,xgboost,Percentile,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.166
splice,xgboost,Percentile,clip,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.165
splice,xgboost,IsolationForest,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.174
splice,xgboost,LOF,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.199
splice,xgboost,Autoencoder,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.179
splice,randomforest,None,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.445
splice,randomforest,ZScore,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.490
splice,randomforest,ZScore,clip,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.457
splice,randomforest,Percentile,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.472
splice,randomforest,Percentile,clip,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.491
splice,randomforest,IsolationForest,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.485
splice,randomforest,LOF,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.460
splice,randomforest,Autoencoder,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.458
vehicle,mlp,None,remove,0.805882,0.025505,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.543
vehicle,mlp,ZScore,remove,0.800000,0.030452,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.537
vehicle,mlp,ZScore,clip,0.805882,0.026568,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.552
vehicle,mlp,Percentile,remove,0.748235,0.017210,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.317
vehicle,mlp,Percentile,clip,0.783529,0.019474,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.547
vehicle,mlp,IsolationForest,remove,0.802353,0.030361,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.523
vehicle,mlp,LOF,remove,0.796471,0.021242,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.545
vehicle,mlp,Autoencoder,remove,0.803529,0.026982,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.537
vehicle,xgboost,None,remove,0.745882,0.031436,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.134
vehicle,xgboost,ZScore,remove,0.734118,0.012561,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.134
vehicle,xgboost,ZScore,clip,0.745882,0.031436,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.135
vehicle,xgboost,Percentile,remove,0.671765,0.020512,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.090
vehicle,xgboost,Percentile,clip,0.741176,0.024396,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.133
vehicle,xgboost,IsolationForest,remove,0.740000,0.023352,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.130
vehicle,xgboost,LOF,remove,0.729412,0.024678,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.135
vehicle,xgboost,Autoencoder,remove,0.738824,0.020913,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.133
vehicle,randomforest,None,remove,0.718824,0.023938,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.248
vehicle,randomforest,ZScore,remove,0.718824,0.020847,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.243
vehicle,randomforest,ZScore,clip,0.723529,0.024110,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.253
vehicle,randomforest,Percentile,remove,0.682353,0.017049,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.191
vehicle,randomforest,Percentile,clip,0.723529,0.019331,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.243
vehicle,randomforest,IsolationForest,remove,0.723529,0.013414,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.241
vehicle,randomforest,LOF,remove,0.717647,0.023529,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.244
vehicle,randomforest,Autoencoder,remove,0.717647,0.035490,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.275
california_housing,mlp,None,remove,11815550954.682762,489685428.322274,13209,0.00,0.000000,0.00,0.00,0.000000,0.000000,8.568
california_housing,mlp,ZScore,remove,17234149193.175610,1088941954.954183,12660,548.80,0.041547,0.00,0.00,0.000000,0.041547,8.210
california_housing,mlp,ZScore,clip,13124829489.624058,608524034.490649,13209,0.00,0.000000,1137.20,548.80,0.041547,0.041547,8.539
california_housing,mlp,Percentile,remove,30216613378.196663,2868428374.359833,8339,4869.40,0.368643,0.00,0.00,0.000000,0.368643,5.352
california_housing,mlp,Percentile,clip,17095663493.339823,922270420.662109,13209,0.00,0.000000,9766.20,4869.40,0.368643,0.368643,8.794
california_housing,mlp,IsolationForest,remove,21510426647.148380,1394952529.690145,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,8.036
california_housing,mlp,LOF,remove,13181618527.852415,507388853.667923,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,8.088
california_housing,mlp,Autoencoder,remove,24262416788.491673,1264320424.611415,12547,662.00,0.050117,0.00,0.00,0.000000,0.050117,8.399
california_housing,xgboost,None,remove,2544292624.732987,52660168.754673,13209,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.200
california_housing,xgboost,ZScore,remove,2599619473.499550,72677542.184941,12660,548.80,0.041547,0.00,0.00,0.000000,0.041547,0.178
california_housing,xgboost,ZScore,clip,2549780785.397832,51746656.848613,13209,0.00,0.000000,1137.20,548.80,0.041547,0.041547,0.180
california_housing,xgboost,Percentile,remove,3806975730.612135,205519351.539110,8339,4869.40,0.368643,0.00,0.00,0.000000,0.368643,0.164
california_housing,xgboost,Percentile,clip,2671694389.248715,17062882.407682,13209,0.00,0.000000,9766.20,4869.40,0.368643,0.368643,0.181
california_housing,xgboost,IsolationForest,remove,2679061273.024632,44279176.879886,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,0.175
california_housing,xgboost,LOF,remove,2628646752.803501,52754979.119804,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,0.173
california_housing,xgboost,Autoencoder,remove,2618214402.765352,38955836.444095,12547,662.00,0.050117,0.00,0.00,0.000000,0.050117,0.177
california_housing,randomforest,None,remove,2818039104.559906,56640597.215836,13209,0.00,0.000000,0.00,0.00,0.000000,0.000000,6.318
california_housing,randomforest,ZScore,remove,2825954989.367608,29989255.857312,12660,548.80,0.041547,0.00,0.00,0.000000,0.041547,6.004
california_housing,randomforest,ZScore,clip,2823358756.403647,54987348.969489,13209,0.00,0.000000,1137.20,548.80,0.041547,0.041547,6.271
california_housing,randomforest,Percentile,remove,4433037775.679506,525920577.874858,8339,4869.40,0.368643,0.00,0.00,0.000000,0.368643,3.797
california_housing,randomforest,Percentile,clip,2951330101.640815,56947018.453810,13209,0.00,0.000000,9766.20,4869.40,0.368643,0.368643,6.114
california_housing,randomforest,IsolationForest,remove,2870120810.067597,34763299.632357,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,5.998
california_housing,randomforest,LOF,remove,2836636838.179368,63127903.116946,12548,660.20,0.049981,0.00,0.00,0.000000,0.049981,5.949
california_housing,randomforest,Autoencoder,remove,2867021926.941335,77753310.368554,12547,662.00,0.050117,0.00,0.00,0.000000,0.050117,6.032
cpu_act,mlp,None,remove,10.791734,0.259394,5242,0.00,0.000000,0.00,0.00,0.000000,0.000000,3.701
cpu_act,mlp,ZScore,remove,33877.746383,19365.579902,4449,792.60,0.151202,0.00,0.00,0.000000,0.151202,3.148
cpu_act,mlp,ZScore,clip,16.761353,2.684569,5242,0.00,0.000000,1225.80,792.60,0.151202,0.151202,3.635
cpu_act,mlp,Percentile,remove,122137.015663,67008.768874,2966,2276.00,0.434185,0.00,0.00,0.000000,0.434185,2.157
cpu_act,mlp,Percentile,clip,8487509.300311,3324094.773877,5242,0.00,0.000000,4978.00,2276.00,0.434185,0.434185,3.828
cpu_act,mlp,IsolationForest,remove,12.511292,1.047489,4979,262.40,0.050057,0.00,0.00,0.000000,0.050057,3.473
cpu_act,mlp,LOF,remove,12.163041,0.332560,4979,262.80,0.050134,0.00,0.00,0.000000,0.050134,3.538
cpu_act,mlp,Autoencoder,remove,11.820535,0.462998,4978,263.60,0.050286,0.00,0.00,0.000000,0.050286,3.504
cpu_act,xgboost,None,remove,10.965831,2.747346,5242,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.202
cpu_act,xgboost,ZScore,remove,209.706277,3.031698,4449,792.60,0.151202,0.00,0.00,0.000000,0.151202,0.177
cpu_act,xgboost,ZScore,clip,10.942373,2.652003,5242,0.00,0.000000,1225.80,792.60,0.151202,0.151202,0.186
cpu_act,xgboost,Percentile,remove,232.469348,3.822770,2966,2276.00,0.434185,0.00,0.00,0.000000,0.434185,0.166
cpu_act,xgboost,Percentile,clip,10.414595,1.258223,5242,0.00,0.000000,4978.00,2276.00,0.434185,0.434185,0.184
cpu_act,xgboost,IsolationForest,remove,14.912738,1.055434,4979,262.40,0.050057,0.00,0.00,0.000000,0.050057,0.182
cpu_act,xgboost,LOF,remove,14.317560,1.472777,4979,262.80,0.050134,0.00,0.00,0.000000,0.050134,0.193
cpu_act,xgboost,Autoencoder,remove,11.022107,2.654587,4978,263.60,0.050286,0.00,0.00,0.000000,0.050286,0.190
cpu_act,randomforest,None,remove,9.141002,0.106982,5242,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.839
cpu_act,randomforest,ZScore,remove,223.123052,1.682000,4449,792.60,0.151202,0.00,0.00,0.000000,0.151202,2.182
cpu_act,randomforest,ZScore,clip,9.228935,0.119111,5242,0.00,0.000000,1225.80,792.60,0.151202,0.151202,2.799
cpu_act,randomforest,Percentile,remove,234.930286,1.835251,2966,2276.00,0.434185,0.00,0.00,0.000000,0.434185,1.393
cpu_act,randomforest,Percentile,clip,11.634288,2.062619,5242,0.00,0.000000,4978.00,2276.00,0.434185,0.434185,2.628
cpu_act,randomforest,IsolationForest,remove,9.396859,0.160615,4979,262.40,0.050057,0.00,0.00,0.000000,0.050057,2.672
cpu_act,randomforest,LOF,remove,9.178358,0.168550,4979,262.80,0.050134,0.00,0.00,0.000000,0.050134,2.643
cpu_act,randomforest,Autoencoder,remove,9.311201,0.155352,4978,263.60,0.050286,0.00,0.00,0.000000,0.050286,2.686
Bike_Sharing_Demand,mlp,None,remove,8963.358221,168.303307,11122,0.00,0.000000,0.00,0.00,0.000000,0.000000,8.628
Bike_Sharing_Demand,mlp,ZScore,remove,9119.304402,298.576409,10726,395.40,0.035551,0.00,0.00,0.000000,0.035551,8.276
Bike_Sharing_Demand,mlp,ZScore,clip,8966.362781,299.885998,11122,0.00,0.000000,396.40,395.40,0.035551,0.035551,8.619
Bike_Sharing_Demand,mlp,Percentile,remove,11842.503755,348.042593,7774,3347.60,0.300989,0.00,0.00,0.000000,0.300989,5.967
Bike_Sharing_Demand,mlp,Percentile,clip,10627.498171,234.495228,11122,0.00,0.000000,4516.00,3347.60,0.300989,0.300989,8.602
Bike_Sharing_Demand,mlp,IsolationForest,remove,9212.396132,316.211095,10566,555.80,0.049973,0.00,0.00,0.000000,0.049973,8.148
Bike_Sharing_Demand,mlp,LOF,remove,9204.384890,381.866779,10565,557.00,0.050081,0.00,0.00,0.000000,0.050081,8.049
Bike_Sharing_Demand,mlp,Autoencoder,remove,9403.933264,287.307336,10564,557.20,0.050099,0.00,0.00,0.000000,0.050099,8.274
Bike_Sharing_Demand,xgboost,None,remove,2111.999146,83.847490,11122,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.116
Bike_Sharing_Demand,xgboost,ZScore,remove,2297.828223,54.057539,10726,395.40,0.035551,0.00,0.00,0.000000,0.035551,0.123
Bike_Sharing_Demand,xgboost,ZScore,clip,2136.422266,84.727949,11122,0.00,0.000000,396.40,395.40,0.035551,0.035551,0.122
Bike_Sharing_Demand,xgboost,Percentile,remove,4061.533203,185.169399,7774,3347.60,0.300989,0.00,0.00,0.000000,0.300989,0.106
Bike_Sharing_Demand,xgboost,Percentile,clip,3121.545654,128.980231,11122,0.00,0.000000,4516.00,3347.60,0.300989,0.300989,0.117
Bike_Sharing_Demand,xgboost,IsolationForest,remove,2326.838477,123.483452,10566,555.80,0.049973,0.00,0.00,0.000000,0.049973,0.114
Bike_Sharing_Demand,xgboost,LOF,remove,2220.767725,88.495969,10565,557.00,0.050081,0.00,0.00,0.000000,0.050081,0.116
Bike_Sharing_Demand,xgboost,Autoencoder,remove,2346.476807,129.542205,10564,557.20,0.050099,0.00,0.00,0.000000,0.050099,0.120
Bike_Sharing_Demand,randomforest,None,remove,2217.700428,61.692290,11122,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.690
Bike_Sharing_Demand,randomforest,ZScore,remove,2400.485602,53.175101,10726,395.40,0.035551,0.00,0.00,0.000000,0.035551,2.414
Bike_Sharing_Demand,randomforest,ZScore,clip,2228.340130,63.584799,11122,0.00,0.000000,396.40,395.40,0.035551,0.035551,2.687
Bike_Sharing_Demand,randomforest,Percentile,remove,4529.132609,63.905442,7774,3347.60,0.300989,0.00,0.00,0.000000,0.300989,1.599
Bike_Sharing_Demand,randomforest,Percentile,clip,3406.568125,225.169745,11122,0.00,0.000000,4516.00,3347.60,0.300989,0.300989,2.485
Bike_Sharing_Demand,randomforest,IsolationForest,remove,2449.180259,96.801186,10566,555.80,0.049973,0.00,0.00,0.000000,0.049973,2.511
Bike_Sharing_Demand,randomforest,LOF,remove,2330.676094,92.115227,10565,557.00,0.050081,0.00,0.00,0.000000,0.050081,2.501
Bike_Sharing_Demand,randomforest,Autoencoder,remove,2385.860981,113.773869,10564,557.20,0.050099,0.00,0.00,0.000000,0.050099,2.345
abalone,mlp,None,remove,59.893065,12.138451,2672,0.00,0.000000,0.00,0.00,0.000000,0.000000,1.657
abalone,mlp,ZScore,remove,48.424892,6.933254,2614,57.80,0.021632,0.00,0.00,0.000000,0.021632,1.366
abalone,mlp,ZScore,clip,59.582682,11.274146,2672,0.00,0.000000,89.20,57.80,0.021632,0.021632,1.651
abalone,mlp,Percentile,remove,54.043437,6.851947,2226,445.60,0.166766,0.00,0.00,0.000000,0.166766,1.464
abalone,mlp,Percentile,clip,58.597461,7.225783,2672,0.00,0.000000,1780.60,445.60,0.166766,0.166766,1.748
abalone,mlp,IsolationForest,remove,64.204523,11.557936,2538,133.60,0.050000,0.00,0.00,0.000000,0.050000,1.736
abalone,mlp,LOF,remove,65.154681,2.750051,2538,134.00,0.050150,0.00,0.00,0.000000,0.050150,1.687
abalone,mlp,Autoencoder,remove,63.898044,7.306963,2537,134.20,0.050225,0.00,0.00,0.000000,0.050225,1.549
abalone,xgboost,None,remove,12.364443,1.283109,2672,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.103
abalone,xgboost,ZScore,remove,12.712738,1.762150,2614,57.80,0.021632,0.00,0.00,0.000000,0.021632,0.107
abalone,xgboost,ZScore,clip,12.158684,1.080082,2672,0.00,0.000000,89.20,57.80,0.021632,0.021632,0.105
abalone,xgboost,Percentile,remove,11.450689,1.536512,2226,445.60,0.166766,0.00,0.00,0.000000,0.166766,0.103
abalone,xgboost,Percentile,clip,13.143303,1.385951,2672,0.00,0.000000,1780.60,445.60,0.166766,0.166766,0.104
abalone,xgboost,IsolationForest,remove,11.874161,0.642671,2538,133.60,0.050000,0.00,0.00,0.000000,0.050000,0.103
abalone,xgboost,LOF,remove,11.561792,0.739503,2538,134.00,0.050150,0.00,0.00,0.000000,0.050150,0.106
abalone,xgboost,Autoencoder,remove,13.788897,2.453926,2537,134.20,0.050225,0.00,0.00,0.000000,0.050225,0.104
abalone,randomforest,None,remove,10.070232,0.704423,2672,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.798
abalone,randomforest,ZScore,remove,10.071820,1.027564,2614,57.80,0.021632,0.00,0.00,0.000000,0.021632,0.640
abalone,randomforest,ZScore,clip,10.114184,0.698783,2672,0.00,0.000000,89.20,57.80,0.021632,0.021632,0.804
abalone,randomforest,Percentile,remove,10.503276,0.401554,2226,445.60,0.166766,0.00,0.00,0.000000,0.166766,0.672
abalone,randomforest,Percentile,clip,11.348904,0.688118,2672,0.00,0.000000,1780.60,445.60,0.166766,0.166766,0.746
abalone,randomforest,IsolationForest,remove,9.966086,0.232561,2538,133.60,0.050000,0.00,0.00,0.000000,0.050000,0.795
abalone,randomforest,LOF,remove,11.498768,0.734572,2538,134.00,0.050150,0.00,0.00,0.000000,0.050150,0.755
abalone,randomforest,Autoencoder,remove,10.485288,1.091510,2537,134.20,0.050225,0.00,0.00,0.000000,0.050225,0.761
wine_quality,mlp,None,remove,0.509636,0.015971,4157,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.924
wine_quality,mlp,ZScore,remove,0.545981,0.021800,3842,314.40,0.075631,0.00,0.00,0.000000,0.075631,2.825
wine_quality,mlp,ZScore,clip,0.532408,0.033954,4157,0.00,0.000000,353.40,314.40,0.075631,0.075631,2.729
wine_quality,mlp,Percentile,remove,1.016053,0.091207,1756,2400.60,0.577484,0.00,0.00,0.000000,0.577484,1.404
wine_quality,mlp,Percentile,clip,0.625282,0.060046,4157,0.00,0.000000,4240.20,2400.60,0.577484,0.577484,2.865
