[2026-03-19 18:32:48] Experiment started
[2026-03-19 18:32:48] RUN 1/336 Bank_Customer_Churn_Dataset mlp None remove
[2026-03-19 18:37:27] Bank_Customer_Churn_Dataset xgboost None remove run=2 score=0.81050
[2026-03-19 18:37:29] Bank_Customer_Churn_Dataset xgboost None remove run=3 score=0.80150
[2026-03-19 18:37:31] Bank_Customer_Churn_Dataset xgboost None remove run=4 score=0.72300
[2026-03-19 18:37:31] RESULT Bank_Customer_Churn_Dataset xgboost None remove 0.7978
[2026-03-19 18:37:31] RUN 10/336 Bank_Customer_Churn_Dataset xgboost ZScore remove
[2026-03-19 18:37:33] Bank_Customer_Churn_Dataset xgboost ZScore remove run=0 score=0.83050
[2026-03-19 18:37:35] Bank_Customer_Churn_Dataset xgboost ZScore remove run=1 score=0.81900
[2026-03-19 18:37:37] Bank_Customer_Churn_Dataset xgboost ZScore remove run=2 score=0.79850
[2026-03-19 18:37:39] Bank_Customer_Churn_Dataset xgboost ZScore remove run=3 score=0.79850
[2026-03-19 18:37:41] Bank_Customer_Churn_Dataset xgboost ZScore remove run=4 score=0.78000
[2026-03-19 18:37:41] RESULT Bank_Customer_Churn_Dataset xgboost ZScore remove 0.8053
[2026-03-19 18:37:41] RUN 11/336 Bank_Customer_Churn_Dataset xgboost ZScore clip
[2026-03-19 18:37:43] Bank_Customer_Churn_Dataset xgboost ZScore clip run=0 score=0.83650
[2026-03-19 18:37:45] Bank_Customer_Churn_Dataset xgboost ZScore clip run=1 score=0.79550
[2026-03-19 18:37:47] Bank_Customer_Churn_Dataset xgboost ZScore clip run=2 score=0.82650
[2026-03-19 18:37:49] Bank_Customer_Churn_Dataset xgboost ZScore clip run=3 score=0.79550
[2026-03-19 18:37:52] Bank_Customer_Churn_Dataset xgboost ZScore clip run=4 score=0.73450
[2026-03-19 18:37:52] RESULT Bank_Customer_Churn_Dataset xgboost ZScore clip 0.7977
[2026-03-19 18:37:52] RUN 12/336 Bank_Customer_Churn_Dataset xgboost Percentile remove
[2026-03-19 18:37:53] Bank_Customer_Churn_Dataset xgboost Percentile remove run=0 score=0.83000
[2026-03-19 18:37:56] Bank_Customer_Churn_Dataset xgboost Percentile remove run=1 score=0.79350
[2026-03-19 18:37:58] Bank_Customer_Churn_Dataset xgboost Percentile remove run=2 score=0.79950
[2026-03-19 18:38:00] Bank_Customer_Churn_Dataset xgboost Percentile remove run=3 score=0.80600
[2026-03-19 18:38:01] Bank_Customer_Churn_Dataset xgboost Percentile remove run=4 score=0.79900
[2026-03-19 18:38:01] RESULT Bank_Customer_Churn_Dataset xgboost Percentile remove 0.8056
[2026-03-19 18:38:01] RUN 13/336 Bank_Customer_Churn_Dataset xgboost Percentile clip
[2026-03-19 18:38:03] Bank_Customer_Churn_Dataset xgboost Percentile clip run=0 score=0.81900
[2026-03-19 18:38:05] Bank_Customer_Churn_Dataset xgboost Percentile clip run=1 score=0.80200
[2026-03-19 18:38:07] Bank_Customer_Churn_Dataset xgboost Percentile clip run=2 score=0.81500
[2026-03-19 18:38:09] Bank_Customer_Churn_Dataset xgboost Percentile clip run=3 score=0.80550
[2026-03-19 18:38:11] Bank_Customer_Churn_Dataset xgboost Percentile clip run=4 score=0.73250
[2026-03-19 18:38:11] RESULT Bank_Customer_Churn_Dataset xgboost Percentile clip 0.7948
[2026-03-19 18:38:11] RUN 14/336 Bank_Customer_Churn_Dataset xgboost IsolationForest remove
[2026-03-19 18:38:13] Bank_Customer_Churn_Dataset xgboost IsolationForest remove run=0 score=0.83200
[2026-03-19 18:38:15] Bank_Customer_Churn_Dataset xgboost IsolationForest remove run=1 score=0.80600
[2026-03-19 18:38:17] Bank_Customer_Churn_Dataset xgboost IsolationForest remove run=2 score=0.80800
[2026-03-19 18:38:20] Bank_Customer_Churn_Dataset xgboost IsolationForest remove run=3 score=0.79800
[2026-03-19 18:38:22] Bank_Customer_Churn_Dataset xgboost IsolationForest remove run=4 score=0.72100
[2026-03-19 18:38:22] RESULT Bank_Customer_Churn_Dataset xgboost IsolationForest remove 0.7930
[2026-03-19 18:38:22] RUN 15/336 Bank_Customer_Churn_Dataset xgboost LOF remove
[2026-03-19 18:38:24] Bank_Customer_Churn_Dataset xgboost LOF remove run=0 score=0.84350
[2026-03-19 18:38:26] Bank_Customer_Churn_Dataset xgboost LOF remove run=1 score=0.81150
[2026-03-19 18:38:30] Bank_Customer_Churn_Dataset xgboost LOF remove run=2 score=0.82750
[2026-03-19 18:38:32] Bank_Customer_Churn_Dataset xgboost LOF remove run=3 score=0.80250
[2026-03-19 18:38:34] Bank_Customer_Churn_Dataset xgboost LOF remove run=4 score=0.77050
[2026-03-19 18:38:34] RESULT Bank_Customer_Churn_Dataset xgboost LOF remove 0.8111
[2026-03-19 18:38:34] RUN 16/336 Bank_Customer_Churn_Dataset xgboost Autoencoder remove
[2026-03-19 18:38:36] Bank_Customer_Churn_Dataset xgboost Autoencoder remove run=0 score=0.83000
[2026-03-19 18:38:38] Bank_Customer_Churn_Dataset xgboost Autoencoder remove run=1 score=0.80900
[2026-03-19 18:38:40] Bank_Customer_Churn_Dataset xgboost Autoencoder remove run=2 score=0.81800
[2026-03-19 18:38:43] Bank_Customer_Churn_Dataset xgboost Autoencoder remove run=3 score=0.80050
[2026-03-19 18:38:45] Bank_Customer_Churn_Dataset xgboost Autoencoder remove run=4 score=0.76000
[2026-03-19 18:38:45] RESULT Bank_Customer_Churn_Dataset xgboost Autoencoder remove 0.8035
[2026-03-19 18:38:45] RUN 17/336 Bank_Customer_Churn_Dataset randomforest None remove
[2026-03-19 18:38:48] Bank_Customer_Churn_Dataset randomforest None remove run=0 score=0.84250
[2026-03-19 18:38:51] Bank_Customer_Churn_Dataset randomforest None remove run=1 score=0.79900
[2026-03-19 18:38:54] Bank_Customer_Churn_Dataset randomforest None remove run=2 score=0.80250
[2026-03-19 18:38:57] Bank_Customer_Churn_Dataset randomforest None remove run=3 score=0.83800
[2026-03-19 18:39:00] Bank_Customer_Churn_Dataset randomforest None remove run=4 score=0.80850
[2026-03-19 18:39:00] RESULT Bank_Customer_Churn_Dataset randomforest None remove 0.8181
[2026-03-19 18:39:00] RUN 18/336 Bank_Customer_Churn_Dataset randomforest ZScore remove
[2026-03-19 18:39:05] Bank_Customer_Churn_Dataset randomforest ZScore remove run=0 score=0.84650
[2026-03-19 18:39:08] Bank_Customer_Churn_Dataset randomforest ZScore remove run=1 score=0.80150
[2026-03-19 18:39:10] Bank_Customer_Churn_Dataset randomforest ZScore remove run=2 score=0.79200
[2026-03-19 18:39:13] Bank_Customer_Churn_Dataset randomforest ZScore remove run=3 score=0.82900
[2026-03-19 18:39:16] Bank_Customer_Churn_Dataset randomforest ZScore remove run=4 score=0.81300
[2026-03-19 18:39:16] RESULT Bank_Customer_Churn_Dataset randomforest ZScore remove 0.8164
[2026-03-19 18:39:16] RUN 19/336 Bank_Customer_Churn_Dataset randomforest ZScore clip
[2026-03-19 18:39:19] Bank_Customer_Churn_Dataset randomforest ZScore clip run=0 score=0.83950
[2026-03-19 18:39:22] Bank_Customer_Churn_Dataset randomforest ZScore clip run=1 score=0.79600
[2026-03-19 18:39:25] Bank_Customer_Churn_Dataset randomforest ZScore clip run=2 score=0.79650
[2026-03-19 18:39:28] Bank_Customer_Churn_Dataset randomforest ZScore clip run=3 score=0.83800
[2026-03-19 18:39:32] Bank_Customer_Churn_Dataset randomforest ZScore clip run=4 score=0.80500
[2026-03-19 18:39:32] RESULT Bank_Customer_Churn_Dataset randomforest ZScore clip 0.8150
[2026-03-19 18:39:32] RUN 20/336 Bank_Customer_Churn_Dataset randomforest Percentile remove
[2026-03-19 18:39:35] Bank_Customer_Churn_Dataset randomforest Percentile remove run=0 score=0.83500
[2026-03-19 18:39:38] Bank_Customer_Churn_Dataset randomforest Percentile remove run=1 score=0.77400
[2026-03-19 18:39:40] Bank_Customer_Churn_Dataset randomforest Percentile remove run=2 score=0.73800
[2026-03-19 18:39:42] Bank_Customer_Churn_Dataset randomforest Percentile remove run=3 score=0.82100
[2026-03-19 18:39:44] Bank_Customer_Churn_Dataset randomforest Percentile remove run=4 score=0.81250
[2026-03-19 18:39:44] RESULT Bank_Customer_Churn_Dataset randomforest Percentile remove 0.7961
[2026-03-19 18:39:44] RUN 21/336 Bank_Customer_Churn_Dataset randomforest Percentile clip
[2026-03-19 18:39:47] Bank_Customer_Churn_Dataset randomforest Percentile clip run=0 score=0.83700
[2026-03-19 18:39:49] Bank_Customer_Churn_Dataset randomforest Percentile clip run=1 score=0.80950
[2026-03-19 18:39:52] Bank_Customer_Churn_Dataset randomforest Percentile clip run=2 score=0.78750
[2026-03-19 18:39:55] Bank_Customer_Churn_Dataset randomforest Percentile clip run=3 score=0.82500
[2026-03-19 18:39:58] Bank_Customer_Churn_Dataset randomforest Percentile clip run=4 score=0.81400
[2026-03-19 18:39:58] RESULT Bank_Customer_Churn_Dataset randomforest Percentile clip 0.8146
[2026-03-19 18:39:58] RUN 22/336 Bank_Customer_Churn_Dataset randomforest IsolationForest remove
[2026-03-19 18:40:01] Bank_Customer_Churn_Dataset randomforest IsolationForest remove run=0 score=0.84200
[2026-03-19 18:40:04] Bank_Customer_Churn_Dataset randomforest IsolationForest remove run=1 score=0.79450
[2026-03-19 18:40:09] Bank_Customer_Churn_Dataset randomforest IsolationForest remove run=2 score=0.77050
[2026-03-19 18:40:12] Bank_Customer_Churn_Dataset randomforest IsolationForest remove run=3 score=0.82350
[2026-03-19 18:40:16] Bank_Customer_Churn_Dataset randomforest IsolationForest remove run=4 score=0.80650
[2026-03-19 18:40:16] RESULT Bank_Customer_Churn_Dataset randomforest IsolationForest remove 0.8074
[2026-03-19 18:40:16] RUN 23/336 Bank_Customer_Churn_Dataset randomforest LOF remove
[2026-03-19 18:40:19] Bank_Customer_Churn_Dataset randomforest LOF remove run=0 score=0.85300
[2026-03-19 18:40:21] Bank_Customer_Churn_Dataset randomforest LOF remove run=1 score=0.82800
[2026-03-19 18:40:24] Bank_Customer_Churn_Dataset randomforest LOF remove run=2 score=0.80200
[2026-03-19 18:40:27] Bank_Customer_Churn_Dataset randomforest LOF remove run=3 score=0.83950
[2026-03-19 18:40:30] Bank_Customer_Churn_Dataset randomforest LOF remove run=4 score=0.82900
[2026-03-19 18:40:30] RESULT Bank_Customer_Churn_Dataset randomforest LOF remove 0.8303
[2026-03-19 18:40:30] RUN 24/336 Bank_Customer_Churn_Dataset randomforest Autoencoder remove
[2026-03-19 18:40:33] Bank_Customer_Churn_Dataset randomforest Autoencoder remove run=0 score=0.85050
[2026-03-19 18:40:37] Bank_Customer_Churn_Dataset randomforest Autoencoder remove run=1 score=0.81250
[2026-03-19 18:40:40] Bank_Customer_Churn_Dataset randomforest Autoencoder remove run=2 score=0.80450
[2026-03-19 18:40:44] Bank_Customer_Churn_Dataset randomforest Autoencoder remove run=3 score=0.83500
[2026-03-19 18:40:48] Bank_Customer_Churn_Dataset randomforest Autoencoder remove run=4 score=0.82900
[2026-03-19 18:40:48] RESULT Bank_Customer_Churn_Dataset randomforest Autoencoder remove 0.8263
[2026-03-19 18:40:48] RUN 25/336 cmc mlp None remove
[2026-03-19 18:40:49] cmc mlp None remove run=0 score=0.51864
[2026-03-19 18:40:50] cmc mlp None remove run=1 score=0.51186
[2026-03-19 18:40:50] cmc mlp None remove run=2 score=0.48136
[2026-03-19 18:40:51] cmc mlp None remove run=3 score=0.50169
[2026-03-19 18:40:52] cmc mlp None remove run=4 score=0.51864
[2026-03-19 18:40:52] RESULT cmc mlp None remove 0.5064
[2026-03-19 18:40:52] RUN 26/336 cmc mlp ZScore remove
[2026-03-19 18:40:53] cmc mlp ZScore remove run=0 score=0.52203
[2026-03-19 18:40:54] cmc mlp ZScore remove run=1 score=0.52542
[2026-03-19 18:40:55] cmc mlp ZScore remove run=2 score=0.50847
[2026-03-19 18:40:56] cmc mlp ZScore remove run=3 score=0.53559
[2026-03-19 18:40:57] cmc mlp ZScore remove run=4 score=0.47458
[2026-03-19 18:40:57] RESULT cmc mlp ZScore remove 0.5132
[2026-03-19 18:40:57] RUN 27/336 cmc mlp ZScore clip
[2026-03-19 18:40:58] cmc mlp ZScore clip run=0 score=0.51864
[2026-03-19 18:40:58] cmc mlp ZScore clip run=1 score=0.52881
[2026-03-19 18:40:59] cmc mlp ZScore clip run=2 score=0.49153
[2026-03-19 18:41:00] cmc mlp ZScore clip run=3 score=0.51525
[2026-03-19 18:41:01] cmc mlp ZScore clip run=4 score=0.46441
[2026-03-19 18:41:01] RESULT cmc mlp ZScore clip 0.5037
[2026-03-19 18:41:01] RUN 28/336 cmc mlp Percentile remove
[2026-03-19 18:41:02] cmc mlp Percentile remove run=0 score=0.49153
[2026-03-19 18:41:03] cmc mlp Percentile remove run=1 score=0.49492
[2026-03-19 18:41:04] cmc mlp Percentile remove run=2 score=0.49831
[2026-03-19 18:41:04] cmc mlp Percentile remove run=3 score=0.50847
[2026-03-19 18:41:05] cmc mlp Percentile remove run=4 score=0.51864
[2026-03-19 18:41:05] RESULT cmc mlp Percentile remove 0.5024
[2026-03-19 18:41:05] RUN 29/336 cmc mlp Percentile clip
[2026-03-19 18:41:06] cmc mlp Percentile clip run=0 score=0.50169
[2026-03-19 18:41:07] cmc mlp Percentile clip run=1 score=0.52203
[2026-03-19 18:41:08] cmc mlp Percentile clip run=2 score=0.50508
[2026-03-19 18:41:09] cmc mlp Percentile clip run=3 score=0.52203
[2026-03-19 18:41:10] cmc mlp Percentile clip run=4 score=0.48475
[2026-03-19 18:41:10] RESULT cmc mlp Percentile clip 0.5071
[2026-03-19 18:41:10] RUN 30/336 cmc mlp IsolationForest remove
[2026-03-19 18:41:11] cmc mlp IsolationForest remove run=0 score=0.52203
[2026-03-19 18:41:12] cmc mlp IsolationForest remove run=1 score=0.52203
[2026-03-19 18:41:13] cmc mlp IsolationForest remove run=2 score=0.51864
[2026-03-19 18:41:14] cmc mlp IsolationForest remove run=3 score=0.51864
[2026-03-19 18:41:15] cmc mlp IsolationForest remove run=4 score=0.47797
[2026-03-19 18:41:15] RESULT cmc mlp IsolationForest remove 0.5119
[2026-03-19 18:41:15] RUN 31/336 cmc mlp LOF remove
[2026-03-19 18:41:16] cmc mlp LOF remove run=0 score=0.50847
[2026-03-19 18:41:17] cmc mlp LOF remove run=1 score=0.51864
[2026-03-19 18:41:18] cmc mlp LOF remove run=2 score=0.48136
[2026-03-19 18:41:19] cmc mlp LOF remove run=3 score=0.51525
[2026-03-19 18:41:19] cmc mlp LOF remove run=4 score=0.48475
[2026-03-19 18:41:19] RESULT cmc mlp LOF remove 0.5017
[2026-03-19 18:41:19] RUN 32/336 cmc mlp Autoencoder remove
[2026-03-19 18:41:20] cmc mlp Autoencoder remove run=0 score=0.49153
[2026-03-19 18:41:21] cmc mlp Autoencoder remove run=1 score=0.49831
[2026-03-19 18:41:22] cmc mlp Autoencoder remove run=2 score=0.48475
[2026-03-19 18:41:23] cmc mlp Autoencoder remove run=3 score=0.49153
[2026-03-19 18:41:24] cmc mlp Autoencoder remove run=4 score=0.52203
[2026-03-19 18:41:24] RESULT cmc mlp Autoencoder remove 0.4976
[2026-03-19 18:41:24] RUN 33/336 cmc xgboost None remove
[2026-03-19 18:41:24] cmc xgboost None remove run=0 score=0.53220
[2026-03-19 18:41:24] cmc xgboost None remove run=1 score=0.51864
[2026-03-19 18:41:24] cmc xgboost None remove run=2 score=0.50847
[2026-03-19 18:41:25] cmc xgboost None remove run=3 score=0.51186
[2026-03-19 18:41:25] cmc xgboost None remove run=4 score=0.51864
[2026-03-19 18:41:25] RESULT cmc xgboost None remove 0.5180
[2026-03-19 18:41:25] RUN 34/336 cmc xgboost ZScore remove
[2026-03-19 18:41:25] cmc xgboost ZScore remove run=0 score=0.53220
[2026-03-19 18:41:25] cmc xgboost ZScore remove run=1 score=0.50847
[2026-03-19 18:41:25] cmc xgboost ZScore remove run=2 score=0.51864
[2026-03-19 18:41:26] cmc xgboost ZScore remove run=3 score=0.50169
[2026-03-19 18:41:26] cmc xgboost ZScore remove run=4 score=0.51525
[2026-03-19 18:41:26] RESULT cmc xgboost ZScore remove 0.5153
[2026-03-19 18:41:26] RUN 35/336 cmc xgboost ZScore clip
[2026-03-19 18:41:26] cmc xgboost ZScore clip run=0 score=0.54576
[2026-03-19 18:41:26] cmc xgboost ZScore clip run=1 score=0.52542
[2026-03-19 18:41:27] cmc xgboost ZScore clip run=2 score=0.49153
[2026-03-19 18:41:27] cmc xgboost ZScore clip run=3 score=0.51186
[2026-03-19 18:41:27] cmc xgboost ZScore clip run=4 score=0.51186
[2026-03-19 18:41:27] RESULT cmc xgboost ZScore clip 0.5173
[2026-03-19 18:41:27] RUN 36/336 cmc xgboost Percentile remove
[2026-03-19 18:41:27] cmc xgboost Percentile remove run=0 score=0.50508
[2026-03-19 18:41:27] cmc xgboost Percentile remove run=1 score=0.49492
[2026-03-19 18:41:28] cmc xgboost Percentile remove run=2 score=0.50508
[2026-03-19 18:41:28] cmc xgboost Percentile remove run=3 score=0.48814
[2026-03-19 18:41:28] cmc xgboost Percentile remove run=4 score=0.50169
[2026-03-19 18:41:28] RESULT cmc xgboost Percentile remove 0.4990
[2026-03-19 18:41:28] RUN 37/336 cmc xgboost Percentile clip
[2026-03-19 18:41:28] cmc xgboost Percentile clip run=0 score=0.50169
[2026-03-19 18:41:28] cmc xgboost Percentile clip run=1 score=0.50169
[2026-03-19 18:41:29] cmc xgboost Percentile clip run=2 score=0.50847
[2026-03-19 18:41:29] cmc xgboost Percentile clip run=3 score=0.50508
[2026-03-19 18:41:29] cmc xgboost Percentile clip run=4 score=0.52881
[2026-03-19 18:41:29] RESULT cmc xgboost Percentile clip 0.5092
[2026-03-19 18:41:29] RUN 38/336 cmc xgboost IsolationForest remove
[2026-03-19 18:41:30] cmc xgboost IsolationForest remove run=0 score=0.54237
[2026-03-19 18:41:30] cmc xgboost IsolationForest remove run=1 score=0.48814
[2026-03-19 18:41:30] cmc xgboost IsolationForest remove run=2 score=0.50847
[2026-03-19 18:41:31] cmc xgboost IsolationForest remove run=3 score=0.49831
[2026-03-19 18:41:31] cmc xgboost IsolationForest remove run=4 score=0.51864
[2026-03-19 18:41:31] RESULT cmc xgboost IsolationForest remove 0.5112
[2026-03-19 18:41:31] RUN 39/336 cmc xgboost LOF remove
[2026-03-19 18:41:31] cmc xgboost LOF remove run=0 score=0.53220
[2026-03-19 18:41:32] cmc xgboost LOF remove run=1 score=0.49153
[2026-03-19 18:41:32] cmc xgboost LOF remove run=2 score=0.51864
[2026-03-19 18:41:32] cmc xgboost LOF remove run=3 score=0.51864
[2026-03-19 18:41:32] cmc xgboost LOF remove run=4 score=0.51864
[2026-03-19 18:41:32] RESULT cmc xgboost LOF remove 0.5159
[2026-03-19 18:41:32] RUN 40/336 cmc xgboost Autoencoder remove
[2026-03-19 18:41:32] cmc xgboost Autoencoder remove run=0 score=0.51864
[2026-03-19 18:41:33] cmc xgboost Autoencoder remove run=1 score=0.49153
[2026-03-19 18:41:33] cmc xgboost Autoencoder remove run=2 score=0.51525
[2026-03-19 18:41:33] cmc xgboost Autoencoder remove run=3 score=0.49492
[2026-03-19 18:41:33] cmc xgboost Autoencoder remove run=4 score=0.48136
[2026-03-19 18:41:33] RESULT cmc xgboost Autoencoder remove 0.5003
[2026-03-19 18:41:33] RUN 41/336 cmc randomforest None remove
[2026-03-19 18:41:34] cmc randomforest None remove run=0 score=0.53220
[2026-03-19 18:41:34] cmc randomforest None remove run=1 score=0.51186
[2026-03-19 18:41:34] cmc randomforest None remove run=2 score=0.50508
[2026-03-19 18:41:35] cmc randomforest None remove run=3 score=0.50847
[2026-03-19 18:41:35] cmc randomforest None remove run=4 score=0.53220
[2026-03-19 18:41:35] RESULT cmc randomforest None remove 0.5180
[2026-03-19 18:41:35] RUN 42/336 cmc randomforest ZScore remove
[2026-03-19 18:41:35] cmc randomforest ZScore remove run=0 score=0.52203
[2026-03-19 18:41:36] cmc randomforest ZScore remove run=1 score=0.51525
[2026-03-19 18:41:36] cmc randomforest ZScore remove run=2 score=0.50847
[2026-03-19 18:41:36] cmc randomforest ZScore remove run=3 score=0.48814
[2026-03-19 18:41:37] cmc randomforest ZScore remove run=4 score=0.51525
[2026-03-19 18:41:37] RESULT cmc randomforest ZScore remove 0.5098
[2026-03-19 18:41:37] RUN 43/336 cmc randomforest ZScore clip
[2026-03-19 18:41:37] cmc randomforest ZScore clip run=0 score=0.54237
[2026-03-19 18:41:37] cmc randomforest ZScore clip run=1 score=0.50169
[2026-03-19 18:41:38] cmc randomforest ZScore clip run=2 score=0.50847
[2026-03-19 18:41:38] cmc randomforest ZScore clip run=3 score=0.51186
[2026-03-19 18:41:38] cmc randomforest ZScore clip run=4 score=0.52881
[2026-03-19 18:41:38] RESULT cmc randomforest ZScore clip 0.5186
[2026-03-19 18:41:38] RUN 44/336 cmc randomforest Percentile remove
[2026-03-19 18:41:39] cmc randomforest Percentile remove run=0 score=0.48814
[2026-03-19 18:41:39] cmc randomforest Percentile remove run=1 score=0.44746
[2026-03-19 18:41:39] cmc randomforest Percentile remove run=2 score=0.48136
[2026-03-19 18:41:40] cmc randomforest Percentile remove run=3 score=0.49153
[2026-03-19 18:41:40] cmc randomforest Percentile remove run=4 score=0.51525
[2026-03-19 18:41:40] RESULT cmc randomforest Percentile remove 0.4847
[2026-03-19 18:41:40] RUN 45/336 cmc randomforest Percentile clip
[2026-03-19 18:41:40] cmc randomforest Percentile clip run=0 score=0.49831
[2026-03-19 18:41:41] cmc randomforest Percentile clip run=1 score=0.50169
[2026-03-19 18:41:41] cmc randomforest Percentile clip run=2 score=0.47797
[2026-03-19 18:41:41] cmc randomforest Percentile clip run=3 score=0.50169
[2026-03-19 18:41:42] cmc randomforest Percentile clip run=4 score=0.51525
[2026-03-19 18:41:42] RESULT cmc randomforest Percentile clip 0.4990
