method,improved,avg_improvement,std_improvement,avg_outliers,correlation
nan_remove,0/9,0.0,0.0,0.0,
ZScore_remove,3/9,-28.11108055555554,42.330612657630866,0.16622133333333333,0.7461140832126462
ZScore_clip,3/9,-36.36225488888888,59.4128877785395,0.16622133333333333,0.6859114863215602
Percentile_remove,3/9,-131.36460366666662,197.43116633740115,0.40056800000000004,0.9855410944096015
Percentile_clip,3/9,-156.53842044444445,252.66713206371588,0.40056800000000004,0.9172931887119952
IsolationForest_remove,3/9,-135.18915800000002,203.0865211810902,0.049653,0.998027568098202
LOF_remove,3/9,-62.99932066666666,95.50097227950404,0.04931500000000001,0.989384383634582
Autoencoder_remove,2/9,-131.002977,196.7755909689621,0.05028966666666666,-0.9983891637086236
