dataset,model,detector,treatment,mean,std,train_size,removed,removed_pct,clipped_values,clipped_rows,clipped_pct,outlier_pct,time
kc1,mlp,Percentile,clip,0.849289,0.008687,1349,0.00,0.000000,1414.00,284.20,0.210675,0.210675,1.537
kc1,mlp,IsolationForest,remove,0.863981,0.006106,1281,67.60,0.050111,0.00,0.00,0.000000,0.050111,0.969
kc1,mlp,LOF,remove,0.856872,0.009190,1285,63.40,0.046998,0.00,0.00,0.000000,0.046998,0.939
kc1,mlp,Autoencoder,remove,0.856872,0.005104,1280,68.40,0.050704,0.00,0.00,0.000000,0.050704,0.920
kc1,xgboost,None,remove,0.866825,0.014171,1349,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.076
kc1,xgboost,ZScore,remove,0.843128,0.009042,1216,133.00,0.098592,0.00,0.00,0.000000,0.098592,0.069
kc1,xgboost,ZScore,clip,0.857346,0.009759,1349,0.00,0.000000,623.60,133.00,0.098592,0.098592,0.068
kc1,xgboost,Percentile,remove,0.825592,0.008290,1064,284.20,0.210675,0.00,0.00,0.000000,0.210675,0.063
kc1,xgboost,Percentile,clip,0.852133,0.012945,1349,0.00,0.000000,1414.00,284.20,0.210675,0.210675,0.080
kc1,xgboost,IsolationForest,remove,0.860190,0.014375,1281,67.60,0.050111,0.00,0.00,0.000000,0.050111,0.081
kc1,xgboost,LOF,remove,0.862085,0.012575,1285,63.40,0.046998,0.00,0.00,0.000000,0.046998,0.068
kc1,xgboost,Autoencoder,remove,0.858768,0.012413,1280,68.40,0.050704,0.00,0.00,0.000000,0.050704,0.070
kc1,randomforest,None,remove,0.861611,0.007730,1349,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.274
kc1,randomforest,ZScore,remove,0.848815,0.008398,1216,133.00,0.098592,0.00,0.00,0.000000,0.098592,0.259
kc1,randomforest,ZScore,clip,0.856398,0.006802,1349,0.00,0.000000,623.60,133.00,0.098592,0.098592,0.290
kc1,randomforest,Percentile,remove,0.836493,0.007030,1064,284.20,0.210675,0.00,0.00,0.000000,0.210675,0.263
kc1,randomforest,Percentile,clip,0.852607,0.007845,1349,0.00,0.000000,1414.00,284.20,0.210675,0.210675,0.292
kc1,randomforest,IsolationForest,remove,0.853555,0.006933,1281,67.60,0.050111,0.00,0.00,0.000000,0.050111,0.296
kc1,randomforest,LOF,remove,0.863507,0.008290,1285,63.40,0.046998,0.00,0.00,0.000000,0.046998,0.989
kc1,randomforest,Autoencoder,remove,0.852133,0.004879,1280,68.40,0.050704,0.00,0.00,0.000000,0.050704,0.344
phoneme,mlp,None,remove,0.847549,0.007410,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.286
phoneme,mlp,ZScore,remove,0.842368,0.005569,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,2.120
phoneme,mlp,ZScore,clip,0.845698,0.008426,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,2.824
phoneme,mlp,Percentile,remove,0.808141,0.008203,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,1.247
phoneme,mlp,Percentile,clip,0.844773,0.005311,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,2.192
phoneme,mlp,IsolationForest,remove,0.839593,0.003441,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,2.807
phoneme,mlp,LOF,remove,0.840148,0.005047,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,2.182
phoneme,mlp,Autoencoder,remove,0.840703,0.003381,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,2.121
phoneme,xgboost,None,remove,0.861240,0.004011,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.092
phoneme,xgboost,ZScore,remove,0.861055,0.003330,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,0.079
phoneme,xgboost,ZScore,clip,0.859204,0.005279,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,0.079
phoneme,xgboost,Percentile,remove,0.830157,0.005810,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,0.073
phoneme,xgboost,Percentile,clip,0.859944,0.004517,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,0.083
phoneme,xgboost,IsolationForest,remove,0.856059,0.005253,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.085
phoneme,xgboost,LOF,remove,0.852729,0.004355,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.097
phoneme,xgboost,Autoencoder,remove,0.858279,0.007637,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,0.084
phoneme,randomforest,None,remove,0.875116,0.005792,3458,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.755
phoneme,randomforest,ZScore,remove,0.875486,0.003635,3369,88.80,0.025680,0.00,0.00,0.000000,0.025680,0.697
phoneme,randomforest,ZScore,clip,0.875671,0.005445,3458,0.00,0.000000,88.80,88.80,0.025680,0.025680,0.718
phoneme,randomforest,Percentile,remove,0.834598,0.006808,2194,1264.00,0.365529,0.00,0.00,0.000000,0.365529,0.483
phoneme,randomforest,Percentile,clip,0.873821,0.002842,3458,0.00,0.000000,1725.80,1264.00,0.365529,0.365529,0.699
phoneme,randomforest,IsolationForest,remove,0.872895,0.001503,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.712
phoneme,randomforest,LOF,remove,0.867345,0.002902,3286,172.00,0.049740,0.00,0.00,0.000000,0.049740,0.714
phoneme,randomforest,Autoencoder,remove,0.874746,0.002523,3284,173.60,0.050202,0.00,0.00,0.000000,0.050202,1.199
pol,mlp,None,remove,0.982945,0.003207,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.606
pol,mlp,ZScore,remove,0.876153,0.003768,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,1.915
pol,mlp,ZScore,clip,0.966882,0.003354,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,3.143
pol,mlp,Percentile,remove,0.804264,0.014742,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,1.083
pol,mlp,Percentile,clip,0.855726,0.011985,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,3.357
pol,mlp,IsolationForest,remove,0.981854,0.001278,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,3.141
pol,mlp,LOF,remove,0.978384,0.001897,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,2.736
pol,mlp,Autoencoder,remove,0.981854,0.000864,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,3.040
pol,xgboost,None,remove,0.981259,0.001270,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.091
pol,xgboost,ZScore,remove,0.885573,0.008754,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,0.067
pol,xgboost,ZScore,clip,0.981160,0.001828,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,0.089
pol,xgboost,Percentile,remove,0.856420,0.004884,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,0.047
pol,xgboost,Percentile,clip,0.978880,0.001677,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,0.084
pol,xgboost,IsolationForest,remove,0.981160,0.001907,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,0.086
pol,xgboost,LOF,remove,0.980863,0.002117,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,0.093
pol,xgboost,Autoencoder,remove,0.981358,0.003472,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,0.093
pol,randomforest,None,remove,0.979772,0.001190,6452,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.857
pol,randomforest,ZScore,remove,0.890134,0.007223,4130,2322.00,0.359888,0.00,0.00,0.000000,0.359888,0.464
pol,randomforest,ZScore,clip,0.978681,0.001568,6452,0.00,0.000000,3543.40,2322.00,0.359888,0.359888,0.778
pol,randomforest,Percentile,remove,0.853941,0.003283,2410,4041.80,0.626441,0.00,0.00,0.000000,0.626441,0.301
pol,randomforest,Percentile,clip,0.976103,0.002723,6452,0.00,0.000000,8083.40,4041.80,0.626441,0.626441,1.181
pol,randomforest,IsolationForest,remove,0.979474,0.002141,6129,322.40,0.049969,0.00,0.00,0.000000,0.049969,0.796
pol,randomforest,LOF,remove,0.975905,0.002935,6129,322.60,0.050000,0.00,0.00,0.000000,0.050000,0.762
pol,randomforest,Autoencoder,remove,0.978780,0.001451,6128,323.40,0.050124,0.00,0.00,0.000000,0.050124,0.770
socmob,mlp,None,remove,1183.388084,71.232890,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.446
socmob,mlp,ZScore,remove,1271.766242,184.072184,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.454
socmob,mlp,ZScore,clip,1238.806934,233.215847,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.461
socmob,mlp,Percentile,remove,1599.491149,21.764901,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.443
socmob,mlp,Percentile,clip,1865.612455,125.195732,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.428
socmob,mlp,IsolationForest,remove,1613.873372,36.635745,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.438
socmob,mlp,LOF,remove,1363.630522,174.255645,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.453
socmob,mlp,Autoencoder,remove,1599.524977,30.240602,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.425
socmob,xgboost,None,remove,1394.043234,128.953383,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.061
socmob,xgboost,ZScore,remove,1472.123465,195.764183,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.066
socmob,xgboost,ZScore,clip,1522.411883,111.315900,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.060
socmob,xgboost,Percentile,remove,1787.024303,79.543730,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.061
socmob,xgboost,Percentile,clip,1727.780773,50.958787,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.066
socmob,xgboost,IsolationForest,remove,1792.193181,70.974677,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.071
socmob,xgboost,LOF,remove,1560.921168,194.587226,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.059
socmob,xgboost,Autoencoder,remove,1780.465033,71.059731,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.083
socmob,randomforest,None,remove,1521.056610,224.864466,739,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.149
socmob,randomforest,ZScore,remove,1607.889161,236.822580,728,10.20,0.013802,0.00,0.00,0.000000,0.013802,0.116
socmob,randomforest,ZScore,clip,1664.546306,189.863486,739,0.00,0.000000,10.20,10.20,0.013802,0.013802,0.107
socmob,randomforest,Percentile,remove,1894.642623,40.072858,703,35.80,0.048444,0.00,0.00,0.000000,0.048444,0.103
socmob,randomforest,Percentile,clip,1914.061797,34.860297,739,0.00,0.000000,35.80,35.80,0.048444,0.048444,0.110
socmob,randomforest,IsolationForest,remove,1909.125023,40.863058,702,36.20,0.048985,0.00,0.00,0.000000,0.048985,0.105
socmob,randomforest,LOF,remove,1740.938701,275.582512,703,35.40,0.047903,0.00,0.00,0.000000,0.047903,0.107
socmob,randomforest,Autoencoder,remove,1897.526217,57.540639,701,37.40,0.050609,0.00,0.00,0.000000,0.050609,0.129
splice,mlp,None,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,1.289
splice,mlp,ZScore,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.734
splice,mlp,ZScore,clip,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.835
splice,mlp,Percentile,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.708
splice,mlp,Percentile,clip,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.800
splice,mlp,IsolationForest,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.851
splice,mlp,LOF,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.697
splice,mlp,Autoencoder,remove,0.826332,0.006062,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.724
splice,xgboost,None,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.138
splice,xgboost,ZScore,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.656
splice,xgboost,ZScore,clip,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.148
splice,xgboost,Percentile,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.134
splice,xgboost,Percentile,clip,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.138
splice,xgboost,IsolationForest,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.139
splice,xgboost,LOF,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.146
splice,xgboost,Autoencoder,remove,0.948589,0.007445,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.143
splice,randomforest,None,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.393
splice,randomforest,ZScore,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.380
splice,randomforest,ZScore,clip,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.363
splice,randomforest,Percentile,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.393
splice,randomforest,Percentile,clip,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.460
splice,randomforest,IsolationForest,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.432
splice,randomforest,LOF,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.460
splice,randomforest,Autoencoder,remove,0.942633,0.002126,2041,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.460
vehicle,mlp,None,remove,0.805882,0.025505,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.549
vehicle,mlp,ZScore,remove,0.800000,0.030452,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.516
vehicle,mlp,ZScore,clip,0.805882,0.026568,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.551
vehicle,mlp,Percentile,remove,0.748235,0.017210,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.306
vehicle,mlp,Percentile,clip,0.783529,0.019474,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.537
vehicle,mlp,IsolationForest,remove,0.802353,0.030361,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.502
vehicle,mlp,LOF,remove,0.796471,0.021242,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.462
vehicle,mlp,Autoencoder,remove,0.803529,0.026982,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.454
vehicle,xgboost,None,remove,0.745882,0.031436,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.123
vehicle,xgboost,ZScore,remove,0.734118,0.012561,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.107
vehicle,xgboost,ZScore,clip,0.745882,0.031436,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.113
vehicle,xgboost,Percentile,remove,0.671765,0.020512,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.079
vehicle,xgboost,Percentile,clip,0.741176,0.024396,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.650
vehicle,xgboost,IsolationForest,remove,0.740000,0.023352,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.106
vehicle,xgboost,LOF,remove,0.729412,0.024678,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.103
vehicle,xgboost,Autoencoder,remove,0.738824,0.020913,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.110
vehicle,randomforest,None,remove,0.718824,0.023938,540,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.203
vehicle,randomforest,ZScore,remove,0.718824,0.020847,522,17.40,0.032222,0.00,0.00,0.000000,0.032222,0.200
vehicle,randomforest,ZScore,clip,0.723529,0.024110,540,0.00,0.000000,32.60,17.40,0.032222,0.032222,0.200
vehicle,randomforest,Percentile,remove,0.682353,0.017049,263,276.60,0.512222,0.00,0.00,0.000000,0.512222,0.155
vehicle,randomforest,Percentile,clip,0.723529,0.019331,540,0.00,0.000000,753.40,276.60,0.512222,0.512222,0.197
vehicle,randomforest,IsolationForest,remove,0.723529,0.013414,513,26.80,0.049630,0.00,0.00,0.000000,0.049630,0.198
vehicle,randomforest,LOF,remove,0.717647,0.023529,513,27.00,0.050000,0.00,0.00,0.000000,0.050000,0.194
vehicle,randomforest,Autoencoder,remove,0.717647,0.035490,511,28.20,0.052222,0.00,0.00,0.000000,0.052222,0.197
