dataset,model,detector,treatment,mean,std,train_size,removed,removed_pct,clipped_values,clipped_rows,clipped_pct,outlier_pct,time
electricity,mlp,ZScore,clip,0.785170,0.002782,28999,0.00,0.000000,412.60,344.40,0.011876,0.011876,18.291
electricity,mlp,Percentile,remove,0.711817,0.003964,15972,13027.00,0.449222,0.00,0.00,0.000000,0.449222,12.392
electricity,mlp,Percentile,clip,0.744676,0.003044,28999,0.00,0.000000,19759.60,13027.00,0.449222,0.449222,14.516
electricity,mlp,IsolationForest,remove,0.778727,0.002913,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,16.871
electricity,mlp,LOF,remove,0.782037,0.003125,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,14.984
electricity,mlp,Autoencoder,remove,0.782655,0.001278,27548,1450.60,0.050022,0.00,0.00,0.000000,0.050022,18.150
electricity,xgboost,None,remove,0.863445,0.002914,28999,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.246
electricity,xgboost,ZScore,remove,0.861569,0.002232,28654,344.40,0.011876,0.00,0.00,0.000000,0.011876,0.191
electricity,xgboost,ZScore,clip,0.863401,0.003140,28999,0.00,0.000000,412.60,344.40,0.011876,0.011876,0.181
electricity,xgboost,Percentile,remove,0.775483,0.003882,15972,13027.00,0.449222,0.00,0.00,0.000000,0.449222,0.150
electricity,xgboost,Percentile,clip,0.817522,0.004106,28999,0.00,0.000000,19759.60,13027.00,0.449222,0.449222,0.177
electricity,xgboost,IsolationForest,remove,0.855346,0.003716,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,0.161
electricity,xgboost,LOF,remove,0.856427,0.000710,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,0.198
electricity,xgboost,Autoencoder,remove,0.859605,0.002847,27548,1450.60,0.050022,0.00,0.00,0.000000,0.050022,0.611
electricity,randomforest,None,remove,0.851970,0.001967,28999,0.00,0.000000,0.00,0.00,0.000000,0.000000,5.912
electricity,randomforest,ZScore,remove,0.851661,0.002016,28654,344.40,0.011876,0.00,0.00,0.000000,0.011876,5.550
electricity,randomforest,ZScore,clip,0.850116,0.001726,28999,0.00,0.000000,412.60,344.40,0.011876,0.011876,6.446
electricity,randomforest,Percentile,remove,0.766722,0.003280,15972,13027.00,0.449222,0.00,0.00,0.000000,0.449222,3.068
electricity,randomforest,Percentile,clip,0.804656,0.001654,28999,0.00,0.000000,19759.60,13027.00,0.449222,0.449222,5.789
electricity,randomforest,IsolationForest,remove,0.843672,0.003089,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,5.075
electricity,randomforest,LOF,remove,0.845548,0.002565,27549,1449.60,0.049988,0.00,0.00,0.000000,0.049988,6.138
electricity,randomforest,Autoencoder,remove,0.845106,0.003149,27548,1450.60,0.050022,0.00,0.00,0.000000,0.050022,5.521
elevators,mlp,None,remove,0.000922,0.000259,10623,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.955
elevators,mlp,ZScore,remove,0.001819,0.000454,9295,1327.60,0.124974,0.00,0.00,0.000000,0.124974,0.304
elevators,mlp,ZScore,clip,0.001273,0.000288,10623,0.00,0.000000,2315.80,1327.60,0.124974,0.124974,0.375
elevators,mlp,Percentile,remove,0.041544,0.073094,5026,5596.40,0.526819,0.00,0.00,0.000000,0.526819,0.197
elevators,mlp,Percentile,clip,0.012871,0.022583,10623,0.00,0.000000,12786.00,5596.40,0.526819,0.526819,0.323
elevators,mlp,IsolationForest,remove,0.001180,0.000180,10091,531.20,0.050005,0.00,0.00,0.000000,0.050005,0.345
elevators,mlp,LOF,remove,0.001168,0.000398,10091,531.60,0.050042,0.00,0.00,0.000000,0.050042,0.375
elevators,mlp,Autoencoder,remove,0.001400,0.000409,10090,532.60,0.050136,0.00,0.00,0.000000,0.050136,0.391
elevators,xgboost,None,remove,0.000006,0.000000,10623,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.103
elevators,xgboost,ZScore,remove,0.000008,0.000000,9295,1327.60,0.124974,0.00,0.00,0.000000,0.124974,0.084
elevators,xgboost,ZScore,clip,0.000007,0.000000,10623,0.00,0.000000,2315.80,1327.60,0.124974,0.124974,0.090
elevators,xgboost,Percentile,remove,0.000014,0.000000,5026,5596.40,0.526819,0.00,0.00,0.000000,0.526819,0.051
elevators,xgboost,Percentile,clip,0.000009,0.000000,10623,0.00,0.000000,12786.00,5596.40,0.526819,0.526819,0.090
elevators,xgboost,IsolationForest,remove,0.000008,0.000000,10091,531.20,0.050005,0.00,0.00,0.000000,0.050005,0.093
elevators,xgboost,LOF,remove,0.000007,0.000000,10091,531.60,0.050042,0.00,0.00,0.000000,0.050042,0.099
elevators,xgboost,Autoencoder,remove,0.000006,0.000000,10090,532.60,0.050136,0.00,0.00,0.000000,0.050136,0.091
elevators,randomforest,None,remove,0.000009,0.000000,10623,0.00,0.000000,0.00,0.00,0.000000,0.000000,4.934
elevators,randomforest,ZScore,remove,0.000011,0.000000,9295,1327.60,0.124974,0.00,0.00,0.000000,0.124974,4.176
elevators,randomforest,ZScore,clip,0.000009,0.000000,10623,0.00,0.000000,2315.80,1327.60,0.124974,0.124974,4.709
elevators,randomforest,Percentile,remove,0.000016,0.000001,5026,5596.40,0.526819,0.00,0.00,0.000000,0.526819,2.257
elevators,randomforest,Percentile,clip,0.000011,0.000000,10623,0.00,0.000000,12786.00,5596.40,0.526819,0.526819,4.029
elevators,randomforest,IsolationForest,remove,0.000011,0.000000,10091,531.20,0.050005,0.00,0.00,0.000000,0.050005,4.636
elevators,randomforest,LOF,remove,0.000009,0.000000,10091,531.60,0.050042,0.00,0.00,0.000000,0.050042,4.688
elevators,randomforest,Autoencoder,remove,0.000009,0.000000,10090,532.60,0.050136,0.00,0.00,0.000000,0.050136,4.364
eucalyptus,mlp,None,remove,0.540541,0.017619,470,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.453
eucalyptus,mlp,ZScore,remove,0.555405,0.025426,457,12.40,0.026383,0.00,0.00,0.000000,0.026383,0.955
eucalyptus,mlp,ZScore,clip,0.541892,0.010811,470,0.00,0.000000,386.00,85.80,0.182553,0.182553,0.454
eucalyptus,mlp,Percentile,remove,0.443243,0.046144,316,153.40,0.326383,0.00,0.00,0.000000,0.326383,0.342
eucalyptus,mlp,Percentile,clip,0.463514,0.015169,470,0.00,0.000000,583.00,191.60,0.407660,0.407660,0.504
eucalyptus,mlp,IsolationForest,remove,0.529730,0.023639,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.467
eucalyptus,mlp,LOF,remove,0.545946,0.020672,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.439
eucalyptus,mlp,Autoencoder,remove,0.527027,0.012087,445,24.40,0.051915,0.00,0.00,0.000000,0.051915,0.438
eucalyptus,xgboost,None,remove,0.582432,0.033485,470,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.142
eucalyptus,xgboost,ZScore,remove,0.563514,0.025137,457,12.40,0.026383,0.00,0.00,0.000000,0.026383,0.151
eucalyptus,xgboost,ZScore,clip,0.545946,0.050454,470,0.00,0.000000,386.00,85.80,0.182553,0.182553,0.134
eucalyptus,xgboost,Percentile,remove,0.479730,0.030816,316,153.40,0.326383,0.00,0.00,0.000000,0.326383,0.115
eucalyptus,xgboost,Percentile,clip,0.520270,0.018130,470,0.00,0.000000,583.00,191.60,0.407660,0.407660,0.144
eucalyptus,xgboost,IsolationForest,remove,0.556757,0.039767,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.143
eucalyptus,xgboost,LOF,remove,0.560811,0.032824,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.136
eucalyptus,xgboost,Autoencoder,remove,0.581081,0.034453,445,24.40,0.051915,0.00,0.00,0.000000,0.051915,0.136
eucalyptus,randomforest,None,remove,0.578378,0.030096,470,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.190
eucalyptus,randomforest,ZScore,remove,0.590541,0.038365,457,12.40,0.026383,0.00,0.00,0.000000,0.026383,0.205
eucalyptus,randomforest,ZScore,clip,0.589189,0.048611,470,0.00,0.000000,386.00,85.80,0.182553,0.182553,0.211
eucalyptus,randomforest,Percentile,remove,0.498649,0.028794,316,153.40,0.326383,0.00,0.00,0.000000,0.326383,0.184
eucalyptus,randomforest,Percentile,clip,0.535135,0.023946,470,0.00,0.000000,583.00,191.60,0.407660,0.407660,0.214
eucalyptus,randomforest,IsolationForest,remove,0.554054,0.033919,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.205
eucalyptus,randomforest,LOF,remove,0.566216,0.021957,446,23.80,0.050638,0.00,0.00,0.000000,0.050638,0.199
eucalyptus,randomforest,Autoencoder,remove,0.571622,0.027892,445,24.40,0.051915,0.00,0.00,0.000000,0.051915,0.207
eye_movements,mlp,None,remove,0.402651,0.008550,6998,0.00,0.000000,0.00,0.00,0.000000,0.000000,7.759
eye_movements,mlp,ZScore,remove,0.410603,0.015934,5674,1323.20,0.189083,0.00,0.00,0.000000,0.189083,5.800
eye_movements,mlp,ZScore,clip,0.403016,0.015804,6998,0.00,0.000000,2393.80,1323.20,0.189083,0.189083,7.703
eye_movements,mlp,Percentile,remove,0.401463,0.013523,2603,4394.60,0.627979,0.00,0.00,0.000000,0.627979,2.620
eye_movements,mlp,Percentile,clip,0.392596,0.014246,6998,0.00,0.000000,11078.80,4394.60,0.627979,0.627979,7.483
eye_movements,mlp,IsolationForest,remove,0.406399,0.012173,6649,348.80,0.049843,0.00,0.00,0.000000,0.049843,7.773
eye_movements,mlp,LOF,remove,0.398995,0.018350,6648,349.60,0.049957,0.00,0.00,0.000000,0.049957,7.278
eye_movements,mlp,Autoencoder,remove,0.393693,0.014245,6647,350.20,0.050043,0.00,0.00,0.000000,0.050043,6.631
eye_movements,xgboost,None,remove,0.494516,0.028584,6998,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.660
eye_movements,xgboost,ZScore,remove,0.489397,0.009923,5674,1323.20,0.189083,0.00,0.00,0.000000,0.189083,0.655
eye_movements,xgboost,ZScore,clip,0.487112,0.020317,6998,0.00,0.000000,2393.80,1323.20,0.189083,0.189083,0.712
eye_movements,xgboost,Percentile,remove,0.437843,0.012359,2603,4394.60,0.627979,0.00,0.00,0.000000,0.627979,0.958
eye_movements,xgboost,Percentile,clip,0.468921,0.033391,6998,0.00,0.000000,11078.80,4394.60,0.627979,0.627979,0.606
eye_movements,xgboost,IsolationForest,remove,0.490676,0.024715,6649,348.80,0.049843,0.00,0.00,0.000000,0.049843,0.651
eye_movements,xgboost,LOF,remove,0.496344,0.028488,6648,349.60,0.049957,0.00,0.00,0.000000,0.049957,0.602
eye_movements,xgboost,Autoencoder,remove,0.467550,0.035908,6647,350.20,0.050043,0.00,0.00,0.000000,0.050043,0.649
eye_movements,randomforest,None,remove,0.322029,0.041456,6998,0.00,0.000000,0.00,0.00,0.000000,0.000000,2.591
eye_movements,randomforest,ZScore,remove,0.329799,0.023239,5674,1323.20,0.189083,0.00,0.00,0.000000,0.189083,2.021
eye_movements,randomforest,ZScore,clip,0.317824,0.038318,6998,0.00,0.000000,2393.80,1323.20,0.189083,0.189083,2.673
eye_movements,randomforest,Percentile,remove,0.399177,0.051265,2603,4394.60,0.627979,0.00,0.00,0.000000,0.627979,0.836
eye_movements,randomforest,Percentile,clip,0.444881,0.078875,6998,0.00,0.000000,11078.80,4394.60,0.627979,0.627979,2.430
eye_movements,randomforest,IsolationForest,remove,0.334186,0.033746,6649,348.80,0.049843,0.00,0.00,0.000000,0.049843,3.141
eye_movements,randomforest,LOF,remove,0.321664,0.032226,6648,349.60,0.049957,0.00,0.00,0.000000,0.049957,2.650
eye_movements,randomforest,Autoencoder,remove,0.331627,0.049315,6647,350.20,0.050043,0.00,0.00,0.000000,0.050043,2.506
house_16H,mlp,None,remove,0.859748,0.001275,8632,0.00,0.000000,0.00,0.00,0.000000,0.000000,7.428
house_16H,mlp,ZScore,remove,0.852483,0.005022,7281,1350.20,0.156418,0.00,0.00,0.000000,0.156418,6.796
house_16H,mlp,ZScore,clip,0.856338,0.003590,8632,0.00,0.000000,2171.20,1350.20,0.156418,0.156418,8.119
house_16H,mlp,Percentile,remove,0.831801,0.010944,4245,4386.60,0.508179,0.00,0.00,0.000000,0.508179,3.445
house_16H,mlp,Percentile,clip,0.849222,0.003819,8632,0.00,0.000000,10004.60,4386.60,0.508179,0.508179,7.526
house_16H,mlp,IsolationForest,remove,0.856931,0.003299,8200,432.00,0.050046,0.00,0.00,0.000000,0.050046,6.683
house_16H,mlp,LOF,remove,0.862565,0.004858,8200,431.80,0.050023,0.00,0.00,0.000000,0.050023,6.620
house_16H,mlp,Autoencoder,remove,0.861231,0.003168,8199,432.40,0.050093,0.00,0.00,0.000000,0.050093,6.719
house_16H,xgboost,None,remove,0.873239,0.002823,8632,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.218
house_16H,xgboost,ZScore,remove,0.867161,0.002617,7281,1350.20,0.156418,0.00,0.00,0.000000,0.156418,0.193
house_16H,xgboost,ZScore,clip,0.873981,0.004798,8632,0.00,0.000000,2171.20,1350.20,0.156418,0.156418,0.201
house_16H,xgboost,Percentile,remove,0.858562,0.002648,4245,4386.60,0.508179,0.00,0.00,0.000000,0.508179,0.146
house_16H,xgboost,Percentile,clip,0.870348,0.001471,8632,0.00,0.000000,10004.60,4386.60,0.508179,0.508179,0.204
house_16H,xgboost,IsolationForest,remove,0.873907,0.003826,8200,432.00,0.050046,0.00,0.00,0.000000,0.050046,0.206
house_16H,xgboost,LOF,remove,0.872202,0.002204,8200,431.80,0.050023,0.00,0.00,0.000000,0.050023,0.209
house_16H,xgboost,Autoencoder,remove,0.871683,0.002987,8199,432.40,0.050093,0.00,0.00,0.000000,0.050093,0.224
house_16H,randomforest,None,remove,0.876946,0.001445,8632,0.00,0.000000,0.00,0.00,0.000000,0.000000,3.597
house_16H,randomforest,ZScore,remove,0.867606,0.001614,7281,1350.20,0.156418,0.00,0.00,0.000000,0.156418,3.308
house_16H,randomforest,ZScore,clip,0.876427,0.001700,8632,0.00,0.000000,2171.20,1350.20,0.156418,0.156418,3.478
house_16H,randomforest,Percentile,remove,0.857376,0.004846,4245,4386.60,0.508179,0.00,0.00,0.000000,0.508179,2.203
house_16H,randomforest,Percentile,clip,0.873610,0.002261,8632,0.00,0.000000,10004.60,4386.60,0.508179,0.508179,3.261
house_16H,randomforest,IsolationForest,remove,0.876575,0.001262,8200,432.00,0.050046,0.00,0.00,0.000000,0.050046,4.063
house_16H,randomforest,LOF,remove,0.876353,0.002542,8200,431.80,0.050023,0.00,0.00,0.000000,0.050023,3.468
house_16H,randomforest,Autoencoder,remove,0.876205,0.002425,8199,432.40,0.050093,0.00,0.00,0.000000,0.050093,4.041
kc1,mlp,None,remove,0.858768,0.007125,1349,0.00,0.000000,0.00,0.00,0.000000,0.000000,1.027
kc1,mlp,ZScore,remove,0.856398,0.012945,1216,133.00,0.098592,0.00,0.00,0.000000,0.098592,0.766
kc1,mlp,ZScore,clip,0.858768,0.005320,1349,0.00,0.000000,623.60,133.00,0.098592,0.098592,0.993
kc1,mlp,Percentile,remove,0.848341,0.011896,1064,284.20,0.210675,0.00,0.00,0.000000,0.210675,0.772
